,airbnb_listing_id,suburb,ad_name,number_of_bedrooms,number_of_bathrooms,star_rating,is_superhost,number_of_reviews
999,7842448,Jurerê,Stúdio Jurerê Internacional OPEN SHOPING - 5mDOMAR,,1.0,5.0,True,48.0
1000,31635303,Jurerê,Saída Direto na Praia - Apto 40 #temporadaemjurere,2.0,2.0,5.0,True,7.0
1001,5525061,Centro,Lindo apt em Floripa,1.0,1.0,5.0,False,83.0
1002,27501630,Jurerê,Apartamento em Jurerê,2.0,1.0,4.5,False,7.0
1003,29587047,Ingleses,SUA CASA fora de casa. Amplo apto em Ingleses.,2.0,2.0,5.0,True,41.0
1004,17510876,Canasvieiras,Apto 1 dormitório Residencial Debora,1.0,1.0,,False,1.0
1005,31257934,Jurerê,"Lindo apto. 1 quarto,  Junto Open Shopping",1.0,1.0,,False,2.0
1006,31352327,Canasvieiras,Ideal para suas ferias...,1.0,1.0,5.0,False,14.0
1007,38840040,Canasvieiras,107 Galeão Centrinho Proximo ao mar.,1.0,1.0,,True,1.0
1008,28577953,Canasvieiras,Brisa do mar,2.0,1.0,,False,0.0
1009,40803993,Ingleses,Linda Cobertura na Praia dos Ingleses .,3.0,2.0,,False,0.0
1010,10242695,Centro,A PASSEIO ou TRABALHO - Ap 03,,1.0,5.0,False,49.0
1011,21041485,Canasvieiras,Apartamento Frente ao mar - Canasvieiras,2.0,1.0,,False,2.0
1012,37874274,Ingleses,Apartamento novo com piscina e perto da praia,2.0,2.0,5.0,True,36.0
1013,41133264,Ingleses,"LINDA COBERTURA PRÓXIMA DO MAR, 3 QUARTOS, JACUZI.",3.0,2.0,,False,0.0
1014,29654697,Canasvieiras,Ótimo apartamento no centro de Canasvieiras,1.0,1.0,,False,1.0
1015,16390470,Ingleses,Flor do Campo Praia dos Ingleses,2.0,1.0,5.0,True,81.0
1016,22969854,Ingleses,Conheça Florianópolis.  Hospede-se em Ingleses.,1.0,1.0,5.0,False,6.0
1017,41591344,Jurerê,FLORIANÓPOLIS JURERE PORTO MADERO,2.0,2.0,5.0,True,11.0
1018,38578729,Ingleses,Holiday 207A - HB54F,2.0,2.0,,False,0.0
1019,31240956,Canasvieiras,Cobertura Centrinho 3 quartos com ar,3.0,2.0,,True,2.0
1020,41208933,Canasvieiras,Apartamento em Canasvieiras,2.0,1.0,,False,0.0
1021,38353642,Ingleses,Palm Beach Apart Hotel,1.0,1.0,,False,1.0
1022,897918,Lagoa da Conceição,Lagoa Studio - Joaquina Brasil,1.0,1.0,,False,2.0
1023,32138307,Jurerê,Descanso em studio vista piscina Jurerê ILC2206,1.0,1.0,5.0,False,16.0
1024,27919317,Lagoa da Conceição,Saint Germain Apto 114 na Lagoa,,1.0,4.5,True,7.0
1025,40391364,Ingleses,Apto área nobre nos ingleses ! 4 pessoas,1.0,1.0,5.0,False,7.0
1026,22496784,Canasvieiras,Estúdio em Florianópolis - Canasvieiras 50m do mar,,2.0,,False,0.0
1027,26475432,Ingleses,"belíssimo apar próximo mar, centrinho dos ingleses",2.0,2.0,5.0,True,63.0
1028,32858245,Canasvieiras,APARTAMENTO 4 PESSOAS 150 METROS DA PRAIA E CENTRO,1.0,1.0,,False,0.0
1029,40881943,Ingleses,Holiday Florianópolis - 147B,1.0,1.0,,False,0.0
1030,22262198,Ingleses,Apart próximo ao centrino e Praia dos Ingleses 5,1.0,1.0,4.5,False,26.0
1031,16909869,Ingleses,Apartamento F condomínio a 10m da praia ingleses,2.0,2.0,5.0,False,3.0
1032,21469808,Ingleses,LINDO APTO SANTINHO - VISTA PARA O MAR,3.0,2.0,,False,1.0
1033,40997137,Ingleses,"Praia dos Ingleses, prédio em frente ao mar.",2.0,2.0,5.0,True,19.0
1034,39364103,Canasvieiras,Grigoletti - Centrinho de Canasvieiras,2.0,1.0,,True,0.0
1035,44429147,Canasvieiras,2. Apartamento  2  quartos ate 8 pessoas,2.0,2.0,,True,0.0
1036,21614797,Ingleses,Praia dos Ingleses! Triplex a 60m do mar! V1,2.0,2.0,5.0,True,9.0
1037,21959790,Centro,"Apto decorado, completo. Paralelo à beira mar⭐️⭐️⭐️⭐️⭐️",2.0,2.0,5.0,True,39.0
1038,30814786,Jurerê,Studio requinte em resort Jurerê ILC3104,1.0,1.0,5.0,False,44.0
1039,39528173,Ingleses,Apartamento apenas a 100metros da praia,2.0,2.0,,False,0.0
1040,17871781,Ingleses,Apto aconchegante na beira do mar!,2.0,2.0,5.0,False,10.0
1041,41403247,Ingleses,APARTAMENTO PRAIA INGLESES -NORTE DA ILHA  FLORIPA,1.0,1.0,,False,0.0
1042,23096438,Jurerê,Apartamento 2 quartos Jurerê Floripa -Ed. Mykonos,2.0,2.0,,False,2.0
1043,5029650,Lagoa da Conceição,Local perfeito e linda vista da Lagoa da Conceição,2.0,2.0,5.0,False,88.0
1044,44404998,Ingleses,Apto completo. 2 suítes. Beira da praia. Ingleses.,2.0,3.0,4.5,False,4.0
1045,41550653,Ingleses,SUAS FÉRIAS INESQUECÍVEL,2.0,2.0,,False,0.0
1046,41190330,Ingleses,Refúgio do Zinga,2.0,2.0,,False,0.0
1047,40113813,Ingleses,Luxo Vista Mar a 50 m da Praia nos Ingleses,2.0,2.0,5.0,False,5.0
1048,30587933,Ingleses,Vista p mar e montanha linda dos Ingleses-Santinho,2.0,2.0,5.0,True,5.0
1049,30233786,Ingleses,Apartamento praia dos Ingleses,2.0,2.0,,False,1.0
1050,30952885,Ingleses,FLAT FRENTE MAR - AMPLA INFRAESTRUTURA 272,1.0,1.0,,True,1.0
1051,40337359,Lagoa da Conceição,Apartamento para Família,1.0,1.0,,False,0.0
1052,40346217,Ingleses,Fantástico apto nos Ingleses/Santinho (e novo!),1.0,3.0,,False,2.0
1053,15379378,Jurerê,Melhor Apto de Cobertura Jurerê Internacional,3.0,2.0,5.0,False,23.0
1054,22281258,Centro,No Centro da Ilha! Ao lado do TAC e do FLOPH!,1.0,1.0,5.0,True,47.0
1055,45287613,Canasvieiras,Flat - autocheckin e sem contato,1.0,1.0,4.5,False,5.0
1056,30684793,Ingleses,Apartamento Ingleses Florianópolis,2.0,2.0,,False,1.0
1057,23289366,Ingleses,Apartamento a 50m do centrinho de Ingleses.,2.0,2.0,,False,2.0
1058,22552005,Canasvieiras,APARTAMENTO PRAIA CANASVIEIRAS FLORIANÓPOLIS,2.0,2.0,4.5,False,3.0
1059,39998748,Ingleses,AP 101 praia dos Ingleses,2.0,2.0,5.0,False,4.0
1060,9279991,Canasvieiras,LINDO APTO EXCELENTE LOCALIZAÇÃO,1.0,1.0,4.5,False,15.0
1061,25477095,Jurerê,Lindo Apartamento 02 quartos Central - Próximo ao Mar - APTO 06 !!!,2.0,1.0,5.0,True,3.0
1062,40558610,Ingleses,Apto de 1 dormitório na melhor rua do bairro,1.0,1.0,5.0,False,3.0
1063,44459601,Jurerê,Studio confortável em Resort em Jurerê JBV265,,1.0,,False,0.0
1064,30421035,Canasvieiras,Apto a 2 quadras da praia de Canasvieiras,1.0,1.0,,False,0.0
1065,8254295,Ingleses,EXCL Apt beira-mar Praia Ingleses,1.0,1.0,5.0,True,26.0
1066,22631154,Ingleses,Apto COMPLETO 2 quartos,2.0,1.0,5.0,False,3.0
1067,27906080,Ingleses,Dois passos do paraíso! Florianópolis - Ingleses.1,3.0,2.0,,False,0.0
1068,16379138,Lagoa da Conceição,Bangalô MAR,1.0,1.0,,False,0.0
1069,39299550,Ingleses,Só se for agora...,1.0,1.0,5.0,False,8.0
1070,30888901,Canasvieiras,"Ilha de Creta, 100m do mar",1.0,1.0,,True,2.0
1071,10836140,Ingleses,Apartamento 2Q Praia dos Ingleses,2.0,1.0,5.0,False,103.0
1072,22430726,Ingleses,Apartamento ingleses de frente para a praia.,1.0,1.0,5.0,False,10.0
1073,12192741,Jurerê,Mergulho no Mar de Jurerê #53 - Vista Frontal Mar,1.0,1.0,5.0,False,114.0
1074,16909249,Ingleses,Aptos- 5min das areias (Mar) Praia dos INGLESES,2.0,1.0,5.0,False,4.0
1075,38041712,Canasvieiras,"Apartamento de 2 dor. confortável, em Canasvieiras",2.0,2.0,4.5,False,3.0
1076,22477952,Ingleses,Apartamento Pé na Areia com Vista Praia Ingleses,3.0,2.0,,True,1.0
1077,31048997,Ingleses,Lindo Ap no canto dos Ingleses! quadra esportes,2.0,2.0,,False,0.0
1078,14141425,Ingleses,Apartamento Praia dos Ingleses 02 quartos c suite,2.0,2.0,5.0,True,25.0
1079,16762167,Canasvieiras,Apto em Canasvieiras a 70 metros da Praia,2.0,2.0,,False,0.0
1080,35306191,Canasvieiras,Canas Beach (poucos passos do mar) apto cobertura.,1.0,1.0,5.0,True,7.0
1081,39628916,Canasvieiras,Excelente apartamento a 50 metros da praia.,2.0,2.0,5.0,False,3.0
1082,27428710,Jurerê,Apartamento 1 quadra da Praia Jurerê Tradicional,1.0,1.0,5.0,True,36.0
1083,16119593,Ingleses,"Apartamento para até 8 pessoas, perto da praia",3.0,2.0,5.0,False,8.0
1084,40805658,Jurerê,Apartamento Jurerê 2 quartos muito bem localizado,2.0,2.0,,True,0.0
1085,40279746,Canasvieiras,Canasvieiras Aptos,1.0,1.0,,False,0.0
1086,41009478,Canasvieiras,Apartamento inteiro - Canasvieiras - Florianópolis,2.0,2.0,,False,2.0
1087,33520825,Ingleses,"Residencial Mar Azul, praia dos Ingleses, cód 203",2.0,2.0,,False,1.0
1088,7993666,Ingleses,Apartamento na Praia dos Ingleses,2.0,2.0,5.0,False,12.0
1089,1682132,Ingleses,Apto centrinho / 300m da praia / ar condicionado,2.0,2.0,5.0,True,30.0
1090,21334470,Jurerê,"Apartamento com varanda, decoração rústica e elegante no IL Campanário Resort",,1.0,5.0,False,24.0
1091,37273127,Canasvieiras,apto  1dorm muito  bem localizado com ar condicio.,1.0,1.0,5.0,True,5.0
1092,21823508,Ingleses,Apto Ingleses Florianópolis,3.0,2.0,,False,0.0
1093,14056755,Ingleses,AP. FRENTE AO MAR EM CONDOMÍNIO FECHADO,2.0,1.0,,False,1.0
1094,32694424,Centro,Apto centro de Florianópolis super bem localizado,2.0,1.0,5.0,True,10.0
1095,39611171,Ingleses,NOVO APARTAMENTO PORTO INGLESES,1.0,1.0,5.0,False,9.0
1096,30248199,Canasvieiras,Super Apto térreo pertinho do mar em Canasvieras,1.0,1.0,5.0,False,3.0
1097,22493657,Canasvieiras,Quitinete no centrinho de Canasvieiras.,,1.0,,False,1.0
1098,18074275,Ingleses,Apartamento praia dos ingleses uma quadra do mar,1.0,1.0,4.5,False,3.0
1099,4651924,Jurerê,Duplex em condomínio com acesso direto à praia,2.0,2.0,5.0,False,41.0
1100,40524344,Ingleses,Sinta-se em casa nas suas férias,2.0,2.0,5.0,False,8.0
1101,7416416,Canasvieiras,101 Creta 80 m do mar Canasvieiras.,1.0,1.0,5.0,True,13.0
1102,21587611,Ingleses,"Lindo Apto, 3 quartos, de frente pro mar Ingleses",3.0,3.0,4.5,False,16.0
1103,43421360,Centro,"Jardim Milano! Luxo e conforto, poucos passos da Beiramar Norte",,1.0,5.0,False,11.0
1104,15567124,Canasvieiras,Simplicidade com o conforto que você merece,2.0,2.0,5.0,False,7.0
1105,30770996,Canasvieiras,Canasvieiras - Ap de 1 quarto com terraço,1.0,1.0,5.0,True,4.0
1106,43655343,Jurerê,Suíte Jurerê hotel Il Campanário,1.0,1.0,5.0,True,16.0
1107,18110890,Canasvieiras,Pousada Praia Floripa - Florianópolis..,1.0,1.0,5.0,True,5.0
1108,29939611,Ingleses,LINDO APARTAMENTO NA PRAIA DOS INGLESES FLORIPA,3.0,3.0,,False,1.0
1109,23222781,Lagoa da Conceição,Residencial CasaAmalua - Apartamento 02,1.0,1.0,4.5,False,7.0
1110,45349500,Canasvieiras,Apto super confortavel - 40 metros da praia,1.0,2.0,4.5,True,3.0
1111,20614634,Ingleses,Elegante apartamento para suas Ferias!!,2.0,2.0,,False,1.0
1112,41972779,Jurerê,Cobertura Duplex em Jurerê Internacional no Open,3.0,2.0,5.0,False,6.0
1113,42047896,Canasvieiras,Apto no melhor Canto de Canasvieiras,3.0,2.0,,False,0.0
1114,30973301,Jurerê,Apto confortável no Open Shopping em Jurerê,3.0,2.0,,False,0.0
1115,41017402,Ingleses,Apto aconchegante para Verão na Praia dos Ingleses,1.0,1.0,5.0,False,3.0
1116,39072168,Ingleses,A 100 metros da praia!,2.0,1.0,,False,1.0
1117,4561082,Jurerê,Studio Luxo Frente Mar Jurerê Beach Village,1.0,1.0,5.0,False,38.0
1118,39647790,Canasvieiras,"Apartamento Novo, Alto Padrão, Praia Canasvieiras.",1.0,1.0,5.0,False,3.0
1119,31338445,Ingleses,"Cobertura Duplex, pé na areia! Apto completo!",2.0,2.0,,False,2.0
1120,40987637,Lagoa da Conceição,Loft Conceição,1.0,1.0,,False,2.0
1121,18827224,Ingleses,Apto pertinho do Mar com piscina térmica,1.0,1.0,5.0,False,10.0
1122,29233708,Jurerê,Jurerê Internacional P12 Residencial Atlântico Sul,3.0,2.0,,False,2.0
1123,30368674,Canasvieiras,"Aire, sol y aguas cristalinas",1.0,1.0,4.5,False,5.0
1124,22334674,Jurerê,Apartamento Completo Jurere,2.0,2.0,5.0,False,25.0
1125,31282856,Ingleses,Aconchego na praia Ingleses 2 dorm com suite(1203),2.0,2.0,,True,0.0
1126,15656567,Jurerê,Loft moderno e aconchegante com piscina Jurerê,,1.0,5.0,True,37.0
1127,31537391,Ingleses,Melhor vista Ingleses Floripa SC,2.0,2.0,5.0,True,11.0
1128,22434684,Ingleses,"Novissimo apto em ingleses, perto da praia.",2.0,2.0,5.0,False,5.0
1129,1125155,Jurerê,Jurere 02 Quartos próximo ao mar super confortável,2.0,1.0,5.0,True,61.0
1130,22564974,Ingleses,Apartamento Gralha Azul,2.0,2.0,5.0,False,7.0
1131,28217068,Ingleses,Lindo Apartamento no Hotel Ingleses Acquamar,1.0,1.0,5.0,False,4.0
1132,39752609,Ingleses,88 Apto 2suítes Porto Ingleses Residence pénaareia,2.0,2.0,,False,0.0
1133,39583032,Ingleses,Apartamento alto padrão Ingleses (200),3.0,3.0,,False,0.0
1134,21368647,Canasvieiras,Apartamento 2 quartos a 50 m da praia,2.0,2.0,,False,0.0
1135,20267290,Ingleses,Apto completo em Ingleses a 20 mts da praia,2.0,2.0,5.0,False,4.0
1136,38578616,Ingleses,Holiday Florianópolis - 160B,1.0,1.0,,False,0.0
1137,31313745,Ingleses,Lindo Apartamento na praia dos Ingleses,2.0,2.0,5.0,True,12.0
1138,42598876,Lagoa da Conceição,Aconchego e ótima localização no centro da Lagoa,1.0,1.0,5.0,True,8.0
1139,8628087,Ingleses,Apartamento com cheiro de mar!,2.0,1.0,,False,1.0
1140,16239004,Ingleses,Cobertura Familiar | 3 quartos | Ingleses,3.0,3.0,,False,0.0
1141,31258866,Lagoa da Conceição,Natureza e Mar. Apto Porto da Lagoa da Conceição.,1.0,1.0,4.5,False,3.0
1142,27635412,Lagoa da Conceição,Chalés Saint Germain 102,1.0,1.0,,False,2.0
1143,37804735,Canasvieiras,Cálido Apartamento a 2 quadras da praia,1.0,1.0,,False,0.0
1144,45379877,Ingleses,Apartamento Praia do Ingleses Gaivotas,2.0,1.0,,False,0.0
1145,40554192,Canasvieiras,Apartamento Canasvieiras,2.0,1.0,,False,0.0
1146,30107787,Ingleses,Apto Gaivotas de frente para o mar-Floripa(406) SI,3.0,2.0,,False,1.0
1147,29477534,Canasvieiras,"Apt. 2 quartos, praia de canasvieiras",2.0,1.0,,False,1.0
1148,18729411,Canasvieiras,"Canasvieiras-Cachoeira, Florianópolis.",2.0,2.0,5.0,False,12.0
1149,22734061,Ingleses,"Cobertura Nova, Jacuzzi Aquecida, Especial p/Casal",3.0,2.0,5.0,True,45.0
1150,18791911,Ingleses,"Novo! Lindo ap Wi-fi, ar cond. 1 quadra do mar!",2.0,3.0,,False,1.0
1151,39716339,Canasvieiras,Apto de 2 dorm em condomínio pé na areia,2.0,1.0,,True,1.0
1152,40869827,Lagoa da Conceição,Loft na Lagoa da Conceição,,1.0,5.0,False,41.0
1153,40402421,Ingleses,FÉRIAS EM UMA COBERTURA COM BELEZA E CONFORTO,3.0,2.0,,False,0.0
1154,21527096,Ingleses,Apto Gaivotas de frente para o mar-Floripa (406),3.0,2.0,4.5,False,4.0
1155,39913885,Ingleses,Apartamento Aconchegante Ingleses,2.0,2.0,,False,0.0
1156,35315685,Canasvieiras,Apto 1 dorm Canasvieiras/ Elevador /Auto Check in,1.0,1.0,5.0,True,10.0
1157,24497585,Canasvieiras,Ótimo Apartamento Mobiliado 1 Quarto Canasvieiras,1.0,1.0,4.0,False,5.0
1158,40110466,Ingleses,Apartamento nos Ingleses em condomínio fechado.,2.0,1.0,,False,0.0
1159,27905329,Ingleses,Pé na areia! Florianópolis - Ingleses.3,2.0,1.0,,False,0.0
1160,39742019,Ingleses,Apto Praia ingleses_ condomínio Terra do sol.,2.0,1.0,,False,1.0
1161,40025757,Jurerê,Jay Jurere Internacional vista piscina,3.0,3.0,5.0,True,9.0
1162,40589807,Ingleses,apartamento na praia dos ingleses  sc,2.0,2.0,,False,0.0
1163,40775492,Ingleses,Lindo Flat 50mts da praia,1.0,1.0,5.0,False,4.0
1164,5512051,Canasvieiras,Locação para férias em Florianópolis,2.0,2.0,5.0,True,43.0
1165,39381257,Centro,Melhor pôr do sol!  Apê pertinho da Beira Mar!,2.0,1.0,5.0,False,10.0
1166,40372141,Ingleses,COBERTURA COM VISTA PARA O MAR E PISCINA,2.0,2.0,,False,0.0
1167,38091100,Ingleses,Adorável Apartamento - Praia dos Ingleses/Floripa,1.0,1.0,5.0,True,83.0
1168,41228832,Canasvieiras,New charming apto  - Canasvieiras -Florianopolis.,2.0,1.0,5.0,True,10.0
1169,1940715,Ingleses,Lindo Ap 3 quartos próximo ao mar,3.0,2.0,5.0,True,65.0
1170,41703288,Ingleses,Região nobre Praia dos Ingleses março ou anual.,1.0,1.0,,False,1.0
1171,16911163,Ingleses,Cobertura duplex com piscina 50m do mar em Floripa,2.0,2.0,4.5,False,3.0
1172,21093915,Ingleses,105 - aptos novos a 500 mts mar,2.0,2.0,,False,2.0
1173,20714342,Ingleses,"Na beira da praia, próximo de tudo!",2.0,1.0,5.0,False,24.0
1174,23379064,Lagoa da Conceição,Residencial CasaAmalua - Apartamento 06,,1.0,4.5,False,21.0
1175,20958672,Canasvieiras,Apartamento para temporada ou aluguel mensal,1.0,1.0,5.0,True,24.0
1176,44417704,Centro,Studio Jardim Milano com infraestrutura de clube,1.0,1.0,,False,0.0
1177,30852419,Ingleses,"Residencial Mar Azul, praia dos Ingleses, cód 307",1.0,1.0,5.0,False,5.0
1178,32387609,Canasvieiras,Apartamento 1 dormitório 300 metros do centrinho,1.0,1.0,,False,1.0
1179,16513187,Canasvieiras,Ótimo ap de 3q próximo ao mar de Canasvieiras,3.0,3.0,4.5,False,6.0
1180,40310001,Canasvieiras,"Apt,com vista espetacular p Ilha do Francês",1.0,1.0,,False,0.0
1181,43429357,Canasvieiras,"Aptos amplos , bem arejados e equipados",2.0,2.0,,False,0.0
1182,25311776,Jurerê,Jurerê Beach Village Studio,1.0,1.0,5.0,False,5.0
1183,28813982,Ingleses,Apartamento residencial dos Golfinhos - 203,2.0,2.0,,False,0.0
1184,22230203,Jurerê,Lindo Ap-Suíte Casal Central - Próximo ao Mar - S03 !!!,1.0,1.0,5.0,True,19.0
1185,27833098,Canasvieiras,Cobertura completa a 50 mt do mar,3.0,2.0,,True,1.0
1186,21725581,Ingleses,Florianópolis Ingleses gaivotas perto praia -CAR,3.0,2.0,5.0,True,5.0
1187,31203634,Ingleses,Apto Ingleses 6pessoas c/piscina 450m praia-Wi-Fi.,2.0,2.0,5.0,True,8.0
1188,39828441,Lagoa da Conceição,"Pousada Dona Jurema, kitnet familiar 03",1.0,1.0,,True,0.0
1189,42304878,Canasvieiras,Apartamento Duplex Numero 4,2.0,1.0,,False,0.0
1190,43420405,Jurerê,Loft Design em Jurerê ::: Poucos passos da praia!!,1.0,1.0,5.0,True,26.0
1191,30708833,Jurerê,"Apto""-Canajurê-3qts-entre Canasvieiras/Jurerê",3.0,3.0,,False,2.0
1192,40915262,Ingleses,Apt diferenciado com Piscina,2.0,1.0,,False,0.0
1193,44573066,Centro,Apartamento Prático no Centro / Felipe Schmidt / 3 hóspedes,2.0,1.0,,False,1.0
1194,30182582,Ingleses,Apartamento p/ temporada,2.0,2.0,4.0,False,1.0
1195,41321209,Ingleses,ChacaraRioJordaoFloripa(st3) 1 a 5 pax + Camareira,1.0,1.0,,True,0.0
1196,3455040,Canasvieiras,Apartamento Lexus Beira Mar  - Canasvieiras,1.0,1.0,4.0,False,7.0
1197,22445443,Canasvieiras,Cobertura c/Churrasqueira-WiFi-LavLouça-Tv-2Ar con,1.0,1.0,5.0,True,30.0
1198,15866046,Lagoa da Conceição,Morada Caminho das Artes,1.0,1.0,,False,1.0
1199,5344016,Centro,Florianópolis - Beiramar,3.0,2.0,4.5,False,92.0
1200,33531303,Centro,Apto aconchegante com ótima localização,2.0,2.0,5.0,False,4.0
1201,30257683,Ingleses,Apartamento Praia dos Ingleses,1.0,1.0,,False,0.0
1202,39749279,Jurerê,CanaJure Studio Apt. Proxima Praia,1.0,1.0,,False,1.0
1203,40486824,Canasvieiras,Apartamento Canasvieiras 30 metros da praia,2.0,1.0,,False,0.0
1204,11889118,Ingleses,"Apto 2 dorm, área nobre, 100m mar.",2.0,1.0,5.0,False,18.0
1205,36567778,Ingleses,Excluído,1.0,1.0,,True,2.0
1206,12835272,Ingleses,LINDA COBERTURA ENSOLARADA NA PRAIA DE INGLESES,3.0,2.0,5.0,False,4.0
1207,30579414,Ingleses,"Belo apartamento , super confortável, 3 minutos da praia.",2.0,1.0,5.0,True,14.0
1208,39945175,Ingleses,"Apto novo pertinho da praia , wifi, Tvs, piscina",2.0,2.0,5.0,True,27.0
1209,17190350,Centro,Studio (Loft) Espetacular centro de Florianópolis!,1.0,1.0,5.0,True,59.0
1210,40820820,Ingleses,Locação para temporada /Apto de 2 dormitórios,2.0,2.0,,False,0.0
1211,40945068,Ingleses,apartamento 2 quartos praia dos ingleses,2.0,1.0,,False,0.0
1212,4582404,Ingleses,Linda Vista Panorâmica de frente! imperdível !,2.0,2.0,5.0,True,22.0
1213,39422395,Centro,Studio novo ótima localização e vista para o mar,,1.0,5.0,True,17.0
1214,39630978,Ingleses,Apartamento de 1 dormitório com ar (110A),1.0,1.0,,False,0.0
1215,39101427,Ingleses,Excelente apartamento para 4 pessoas com churrasqueira e vista para o mar - HB51F,1.0,1.0,,False,0.0
1216,29797290,Canasvieiras,ilha das flores,1.0,1.0,,False,0.0
1217,40634907,Ingleses,2 dormitórios na quadra do mar (108D),2.0,2.0,,False,0.0
1218,16484243,Ingleses,"3 Quartos, frente para o mar! Familiar!",3.0,2.0,5.0,False,5.0
1219,22715432,Ingleses,Apart 2 quartos super confortável 10 mts da Praia.,2.0,2.0,,False,0.0
1220,32779108,Canasvieiras,APARTAMENTO  GRANDE 150 METROS DA PRAIA!,2.0,1.0,,False,0.0
1221,37911566,Jurerê,Apartamento para 4 pessoas no Open Shopping,2.0,2.0,,False,0.0
1222,41066180,Lagoa da Conceição,Apto na Lagoa da Conceição a 700m da praia,1.0,1.0,,False,0.0
1223,40304659,Canasvieiras,Ap Inteiro- 1 quarto c Ar cond. centro de Canas,1.0,1.0,,False,1.0
1224,2110106,Ingleses,Apto na Praia dos Ingleses em Florianópolis (20 m),2.0,2.0,5.0,False,12.0
1225,31620805,Ingleses,"Apartamento 20Mt do Mar,Piscina com Borda Infinita",2.0,2.0,,False,1.0
1226,32156797,Canasvieiras,Nosso Lar - Canasvieiras,1.0,1.0,,False,0.0
1227,42067413,Ingleses,Esperamos por VOCÊ nesse feriado!,,1.0,,False,0.0
1228,8955061,Canasvieiras,ACONCHEGANTE COBERTURA CANASVIEIRAS,1.0,1.0,,False,0.0
1229,1784271,Ingleses,Cond frente ao mar-Praia Ingleses-wifi home office,1.0,1.0,5.0,True,29.0
1230,22629769,Ingleses,APTO À 15 METROS DAS AREIAS DOS INGLESES-CENTRINHO,2.0,2.0,,False,1.0
1231,33677613,Ingleses,Charmosa cobertura nos Ingleses próxima ao mar.,4.0,4.0,5.0,False,4.0
1232,39136572,Canasvieiras,Apartamento Frente Mar,1.0,1.0,,False,0.0
1233,42377163,Ingleses,Alugo apto para carnaval ..,1.0,1.0,,False,0.0
1234,39549478,Canasvieiras,Espectacular departamento a 30 metros del mar!!!,2.0,2.0,,False,0.0
1235,29007984,Ingleses,"Próximo a praia! Ar Cond, Internet e Sacada",2.0,2.0,5.0,False,10.0
1236,15987195,Canasvieiras,Apto praia de canasvieiras 30mdomar,1.0,1.0,,False,0.0
1237,38412965,Centro,Linda vista no coração da Beira Mar Norte,2.0,1.0,5.0,False,5.0
1238,30499779,Ingleses,Apartamento de 3 Quartos nos Ingleses - c/Piscina,,2.0,,False,0.0
1239,27488756,Jurerê,Suíte no Hotel Jurerê Beach Village,1.0,1.0,,False,0.0
1240,22470133,Canasvieiras,"Apto novo em Florianópolis, praia de Canasvieiras",2.0,2.0,5.0,False,4.0
1241,17003783,Ingleses,Apartamento Aconchegante  nos Ingleses!!,2.0,1.0,5.0,False,7.0
1242,37532829,Ingleses,Lindo apartamento com ótima localização,2.0,2.0,,False,1.0
1243,40361292,Canasvieiras,"Cobertura, vista  ao mara 80 m da praia no centro",2.0,2.0,,False,0.0
1244,41679246,Ingleses,Ap Tudo perto  centro lojas bares 400metros praia,2.0,1.0,5.0,False,3.0
1245,40862051,Jurerê,Cobertura completa em Jurerê com jacuzzi - JA06E,1.0,1.0,,False,0.0
1246,40968154,Ingleses,Apto recém finalizado área nobre Santinho,1.0,1.0,,False,0.0
1247,30966629,Canasvieiras,Ap Mobiliado Aconchegante Prox. Praia Canasvieiras,1.0,1.0,4.5,False,9.0
1248,32248618,Ingleses,"Apt novo, 1 quadra do mar, piscina,local tranquilo",2.0,3.0,5.0,False,8.0
1249,21633042,Jurerê,Lindo Ap-Suíte 4 pessoas - Próx. Mar - S02 !!!,1.0,1.0,5.0,True,16.0
1250,41425154,Ingleses,Apartamento super aconchegante próximo ao mar,2.0,2.0,,False,0.0
1251,41454455,Canasvieiras,Apto CANAJURÊ - churrasqueira - 300 metros Praia,1.0,1.0,5.0,True,15.0
1252,44226662,Ingleses,Vista Sem Igual para o Mar nos Ingleses,1.0,1.0,5.0,False,8.0
1253,30735455,Ingleses,Apartamento Praia Ingleses-Florianópolis,2.0,2.0,,False,1.0
1254,16361424,Ingleses,"Apto 2Q, aconchegante, decorado e equipado",2.0,2.0,5.0,True,42.0
1255,40970951,Canasvieiras,Apto 106 em Canasvieiras - 30 metros da praia,1.0,1.0,,False,1.0
1256,38457832,Ingleses,Aconchegante apto na praia com piscina,2.0,2.0,,False,0.0
1257,42241147,Ingleses,Apartamento Espelho das Águas (Cobertura),3.0,2.0,,False,0.0
1258,28657226,Ingleses,Resid. Abílio apto 01 p/ 6 pessoas,2.0,1.0,,False,1.0
1259,30508821,Jurerê,"Jurerê home - 2 quartos (1 suíte, 2 banheiros)",2.0,2.0,5.0,False,21.0
1260,16614669,Ingleses,LINDA COBERTURA INGLESES,2.0,2.0,,False,1.0
1261,2829363,Ingleses,Amplo apartamento na Praia dos Ingleses,3.0,2.0,5.0,False,15.0
1262,32843473,Ingleses,Residencial Barbosa (Apto 10),1.0,1.0,4.5,False,12.0
1263,31405843,Ingleses,"Praia dos Ingleses para até 7 pessoas, com piscina",3.0,2.0,4.5,False,4.0
1264,44783831,Canasvieiras,Lindo apartamento com piscina para 2 pessoas,1.0,1.0,,False,0.0
